cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;nit;cod_dpto;departamento;cod_mpio;municipio;localidad;barrio;direccion;telefono;correo_electronico;pagina_web;naturaleza;nombre_representante;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;fecha_otorgamiento;fecha_vencimiento;longitud;latitud;año_corte;mes_corte;fecha_corte
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;5.230,;"INSTITUTO DE EDUCACION COMFENALCO  ""CONSUELO MONTOYA GIL""";018246;2009 ago 10 12:00:00 AM;890900842-6;5,;ANTIOQUIA;5.154,;CAUCASIA;;PAJONAL;Transversal 13 No. 14C-18;8395888;jorge.zapata@comfenalcoantioquia.com;www.confenalcoantioquia.com;OFICIAL;JORGE IVANZAPATA DIAZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;9.471,;"INSTITUTO DE ENSEÑANZA Y CAPACITACIÓN TÉCNICA DE LA SABANA ""IDECTSA"" - TALAIGUA NUEVO";4452;2017 nov 16 12:00:00 AM;2759165;13,;BOLÍVAR;13.780,;TALAIGUA NUEVO;;Santa Lucia;Calle 12 No. 12-128B;3106551478;idectsaeducar2013@hotmail.com;;PRIVADA;AUGUSTO EMIROMESTRA ZAPA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;9.564,;CENTRO DE IDIOMAS UNIVERSAL LEARNNIG ACADEMICS - ULA;1390;2020 jun 18 12:00:00 AM;900661803-8;68,;SANTANDER;68.001,;BUCARAMANGA;;CABECERA;CALLE 49 # 32-75;6984989;academico@ulaidiomas.edu.co;;PRIVADA;JENNIFER JIMENEZ PEÑALOSA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.799,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;9.499,;UNIDAD DE FORMACIÓN TÉCNICA - COLEGIO COMFAMILIAR SIGLO XXI;3246;2019 oct 31 12:00:00 AM;891280008-1;52,;NARIÑO;52.001,;PASTO;;;KILÓMETRO 4 CORREGIMIENTO DE SAN FERNANDO;7230206;atencion.cliente@comfamiliarnarino.com;;PRIVADA;EDGAR FREDYZAMORA PANTOJA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.816,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;6.807,;CORPORACION IBEROAMERICANA DE ESTUDIOS CIES;71 02483;2011 nov 29 12:00:00 AM;16640824;73,;TOLIMA;73.001,;IBAGUÉ;;LA POLA;CARRERA 4 No 4-33;2774390;corporacioncies@etb.net.co;www.cies.edu.co;PRIVADA;MARIORESTREPO RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;8.628,;CORPORACION TECNICA DE BOLIVAR  CTB;1168;2017 abr 21 12:00:00 AM;900988290;13,;BOLÍVAR;13.683,;SANTA ROSA;;El Paraiso;Carrera 27 Calle 14;3015196560;corporaciontecnicadebolivar@gmail.com;www.corporaciontecnicadebolivar.com;PRIVADA;MONICASERNA LUGO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6.686,;CENTRO INTERNACIONAL DE FORMACION ESTETICA CIFES;3484;2006 sep 06 12:00:00 AM;900048443-1;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TEUSAQUILLO;QUESADA;AVENIDA CARACAS No. 50-83/87;2129333;CIFFES@GMAIL.COM;WWW.CIFES.COM;PRIVADA;ARGENIS MAYORQUIN HERNANDEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.904,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CHÍA;7.414,;CENTRO CORPORACION EDUCATIVA NACIONAL CEN;4050;2014 dic 23 12:00:00 AM;830098215-9;25,;CUNDINAMARCA;25.175,;CHÍA;;OSORIO;CLL 16 7 96;8632672;direccionacademica@cen.edu.co;www.den.edu.co;PRIVADA;DIANA PATRICIAPUCHE CABRERA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;4.021,;INSTITUTO CENIS DE COLOMBIA;0413;2009 feb 25 12:00:00 AM;39716840-6;15,;BOYACÁ;15.176,;CHIQUINQUIRÁ;;;CARRERA 7a No.  14 B - 45;3108024422;institutocenisdecolombia@gmail.com;;PRIVADA;ALFREDO ROMANHERNANDEZ ORDUZ;NO;FT-CER474897;NTC 5555;ICONTEC;VENCIDA;2016 jul 15 12:00:00 AM;2019 jul 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.772,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOGAMOSO;4.192,;LATIN AMERICAN BEAUTY TECHNICAL INSTITUTE;0267;2009 nov 10 12:00:00 AM;66734736-2;15,;BOYACÁ;15.759,;SOGAMOSO;;CENTRO;CALLE 16 N 11A-56  PISO 2;7721146;latinamericanofbeauty@gmail.com;;PRIVADA;MARIA ROSALBA GARCIA CARDOZO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;4.621,;"CENTRO DE EDUCACIÓN EN SALUD ""CEDES"" - YARUMAL";0093622;2010 may 18 12:00:00 AM;811018068-1;5,;ANTIOQUIA;5.887,;YARUMAL;;;Carrera  22 # 14-22;8539130;cedes@une.net.com;;PRIVADA;MARIA EUNICEBERMUDEZ TORRES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.799,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;1.390,;CENTRO DE EDUCACION NO FORMAL COLOMBIANA DE INFORMATICA;409;2001 dic 18 12:00:00 AM;30736187-7;52,;NARIÑO;52.001,;PASTO;;CENTRO;CLL 17 No 25 -17 PISO 2;7298643;sandraburbano@hotmail.com;;PRIVADA;SANDRA LEONORBURBANO DELGADO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;1.932,;POLITECNICO DE ANTIOQUIA;01852;2009 mar 04 12:00:00 AM;8001256166;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;LA CANDELARIA;CARRERA 42 N° 50-29;2168995;politecnicoantioquia@hotmail.com;;PRIVADA;JORGE LUIS GARCÍA GUTIÉRREZ;NO;IC&T-5555-22-190-02/14;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;VENCIDA;2014 ago 01 12:00:00 AM;2020 jul 30 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.808,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;4.681,;CORPORACION TECNICA CEDEFOC;08664;2009 jul 22 12:00:00 AM;8040106775;68,;SANTANDER;68.679,;SAN GIL;;CENTRO;CARRERA 10 N°14 -50;7237503;cedefoc@yahoo.com;;PRIVADA;CESAR AUGUSTOQUIÑONEZ RUEDA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.760,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BELLO;7.879,;Instituto de Educación para El Trabajo y El Desarrollo Humano COMFAMA;201500002337;2015 jul 21 12:00:00 AM;890900841-9;5,;ANTIOQUIA;5.088,;BELLO;;;Carrera 49 N° 46-57;4523070;jorgeatabares@comfama.com.co;www.comfama.com.co;PRIVADA;JORGE ARMANDOTABARES LOPEZ;SI;FT-CER665739;NTC 5555;ICONTEC;PRIMERA VEZ;2019 feb 08 12:00:00 AM;2022 feb 07 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;2.667,;INSTITUTO FUKLIN;4143.2.21.5773;2009 jul 16 12:00:00 AM;31931323-1;76,;VALLE DEL CAUCA;76.001,;CALI;;El Trebol;CALLE 57 # 15 - 69;4437366;fuklinger@yahoo.es;;PRIVADA;Elia Del CarmenKlinger Castillo;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.813,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SUCRE;8.148,;INSTITUTO INGENIOS;0093;2015 ene 15 12:00:00 AM;900553750-3;70,;SUCRE;70.221,;COVEÑAS;;;VEREDA PUNTA SECA;2815149;alciromerogomez@yahoo.es;;PRIVADA;ALCI  JOSEROMERO GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1.302,;INSTITUTO DEL CONCRETO;3674;2097 may 13 12:00:00 AM;860450048-3;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;BARRIOS UNIDOS;LA CASTELLANA;CARRERA 45 A No. 91-43;6100797;instituto@asocreto.org.co;www.asocreto.org.co;PRIVADA;OMAR JAVIERSILVA RICO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.826,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;8.915,;Instituto Técnico  Renacer Putumayo ITREP;2277;2018 jun 12 12:00:00 AM;600008834-3;86,;PUTUMAYO;86.001,;MOCOA;;Olimpico;Cra 8a N° 1334;3228880244;itrepdirec.academica@gmail.com;;PRIVADA;ErcillaDelgado Chingal;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.804,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ARMENIA;1.214,;SALUDPLUS (ANTES ODONTOPLUS);2114;2008 jul 25 12:00:00 AM;900207595-5;63,;QUINDÍO;63.001,;ARMENIA;;;AVENIDA BOLIVAR  10 Norte - 56;746 82 50;saludplusarmenia@hotmail.com;;PRIVADA;JUAN EVANGELISTACAMACHO PERDOMO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;8.322,;FUNDACIÓN UNIVERSITARIA CATÓLICA DEL NORTE;2016060078703-4;2016 sep 26 12:00:00 AM;811010001-2;5,;ANTIOQUIA;5.649,;SAN CARLOS;;;CALLE 20 CENTRO ESQUINA;6051535;RECTORIA@UNC.EDU.CO;;PRIVADA;FRANCISCO LUIS ANGEL FRANCO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;5.391,;WALL STREET ENGLISH;09-061;2011 feb 10 12:00:00 AM;830032912-0;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;FONTIBON;CIUDAD SALITRE;CALLE 23 B No. 68C-40;7433048 EX 1005;angela.garzon@wse.edu.co;www.wse.edu.co;PRIVADA;GERMAN ANDRESRUBIANO LAVAO;NO;CO17.00232;NTC 5555;BUREAU VERITAS;VENCIDA;2017 feb 06 12:00:00 AM;2020 feb 05 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.770,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA;6.890,;"INSTITUTO DE LENGUAS  ""FRAY BERNARDO DE LUGO, O.P.""";3645;2065 ago 06 12:00:00 AM;860012357-6;15,;BOYACÁ;15.001,;TUNJA;;CENTRO;CALLE 19 No.11-64;7440404;coordinacion.idiomas@ustatunja.edu.co;www.ustatunja.edu.co;PRIVADA;VICTOR FELIPEPRADA HERNANDEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.760,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BELLO;5.462,;INTERACTUAR;1060;2011 jul 14 12:00:00 AM;890984843-3;5,;ANTIOQUIA;5.088,;BELLO;;La Gabriela;Carrera 45 Nº 26-175;4508800;andreaza@interactuar.org.co;www.interactuar.org.co;PRIVADA;LIBELLY ANDREAZULUAGA ACOSTA;NO;FT -CER341850-2;NTC 5555;ICONTEC;VENCIDA;2014 oct 15 12:00:00 AM;2017 oct 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;5.066,;ACADEMIA DE BELLEZA LADY;1534;2077 oct 19 12:00:00 AM;900231486-1;68,;SANTANDER;68.001,;BUCARAMANGA;;EL CENTRO;CALLE 35 No. 21-37;6709310;academialady@hotmail.com;www.academiadebellezalady.com;PRIVADA;NIDIA CONSUELOCARRILLO ORTIZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.808,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;8.463,;FLOMAR LIDER EN ENSEÑANZA;16939;2013 ago 30 12:00:00 AM;63445337-6;68,;SANTANDER;68.077,;BARBOSA;;;CALLE 10 Nº 10 - 27;7482840;flomarsiempreactual@hotmail.com;;PRIVADA;FLOR MARIAGARCIA PAREDES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;655,;CONGREGACION MARIANA CLAVER DE BUCARAMANGA CENTRO DE EDUCACION Y FORMACION TECNICA -CEFORTEC;0942;2097 dic 23 12:00:00 AM;890200955-6;68,;SANTANDER;68.001,;BUCARAMANGA;;CENTRO;CARRERA 20 # 36 - 63;6700839;luisfduran@congregacionmariana.org;www.congregacionmarianabga.org;PRIVADA;NOHORA JUDITHMARTINEZ ARANGO;SI;FT 014-1;NTC 5555;ICONTEC;RENOVADA;2011 ene 26 12:00:00 AM;2023 ene 25 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;8.156,;ACADEMIA DE CONFECCIONES PEREA & PEREA;1540;2012 nov 16 12:00:00 AM;00064546;47,;MAGDALENA;47.001,;SANTA MARTA;;Centro;Calle 10  5-47;4318406;ero2012@hotmail.es;;PRIVADA;MANUEL EROTIDES PEREA MOSQUERA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9.082,;INSTITUTO GASTRONOMICO INTERNACIONAL;02-065;2018 nov 15 12:00:00 AM;900773183-0;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;CHAPINERO;;CARRERA 13 No. 65-11 PISO 2;8054141;inversionesmondafle@gmail.com;;PRIVADA;MARIA VICTORIA FLEING ZAWADZKI;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8.689,;CORPORACION IBEROAMERICANA DE ESTUDIOS CIES CHAPINERO;02-0028;2016 jul 29 12:00:00 AM;830105118-5;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;CHAPINERO;CHAPINERO;AVENIDA CARACAS No. 61a-18;3208560594;directorchapinero@cies.edu.co;;PRIVADA;LUIS ELVAR CRIOLLO LUENGAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;8.713,;ESCUELA DE COMPETENCIAS LABORALES DE ANTIOQUIA;2017060109338;2017 nov 10 12:00:00 AM;900788612-4;5,;ANTIOQUIA;5.148,;EL CARMEN DE VIBORAL;;;CARRERA 30 Nº 29 - 48;5668235;casuarezv@gmail.com;;PRIVADA;DORA ELSY MAZO FLOREZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;8.269,;POLITÉCNICO DE SURAMÉRICA;005768;2016 may 13 12:00:00 AM;9008727343;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;;CALLE 48 N° 66 - 28 LOCAL 202;4447405;rectoria@politecnicodesuramerica.com;www.politecnicodesuramerica.com;PRIVADA;DANIEL MAURICIOTREJOS CASTAÑEDA;NO;FT-CER551792;NTC 5555;ICONTEC;VENCIDA;2017 ago 25 12:00:00 AM;2020 ago 24 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;1.103,;CORPORACION POLITECNICA DE GIRARDOTA;0030284;2009 dic 02 12:00:00 AM;89098087-1;5,;ANTIOQUIA;5.308,;GIRARDOTA;;;CALLE 11  16-13;4052210;cpg.direccion@epm.net.co;;OFICIAL;PEDRO MAURICIO AGUIRRE RESTREPO;NO;FT-CER168771;NTC 5555;ICONTEC;VENCIDA;2012 feb 03 12:00:00 AM;2014 feb 02 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.786,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUSAGASUGÁ;4.154,;CENTRO DE SERVICIOS EDUCATIVOS  PARA EL TRABAJO Y DESARROLLO COMUNITARIO  DE FUSAGASUGA  (CENDAF);827;2007 dic 13 12:00:00 AM;9002077833;25,;CUNDINAMARCA;25.290,;FUSAGASUGÁ;;CENTRO;AV.PALMAS No 6-52 CENTRO;8717113;cendaf.fusa@gmail.com;www.cendaf..edu.co;PRIVADA;MARISOL BALLEN VILLAMARIN;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.761,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ENVIGADO;542,;INSTITUTO TECNICO SHADDAI;154;2003 feb 12 12:00:00 AM;811037596-1;5,;ANTIOQUIA;5.266,;ENVIGADO;;Las Margaritas;Trav 35 C Sur  Nº 33- 99;3330567;academica@institutoshaddai.edu.co;www.institutoshaddai.edu.co;PRIVADA;CLAUDIA SILVIALONDOÑO ARELLANO;SI;FT-CER220333;NTC 5555;ICONTEC;RENOVADA;2013 mar 01 12:00:00 AM;2022 feb 28 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.817,;CENTRO DE EDUCACION LABORAL SINERGIA;110266;2014 oct 27 12:00:00 AM;900271233-6;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SUBA;;Av Suba (calle 145) #98b-45;7454672;aldemar@sinergiagrupoeducativo.com;www.celsinergia.edu.co;PRIVADA;JESUS ALDEMARPUELLO ROJAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.799,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;8.705,;Instituto de Formación Empresarial - IFE-Fundación Promover-Cámara de Comercio de Pasto;2567;2016 sep 21 12:00:00 AM;800250129-5;52,;NARIÑO;52.001,;PASTO;;;Carrera 14 No. 14-57, Avenida Champagnat;7210567;institutodeformacionempresaril@hotmail.com;;PRIVADA;Luisa FernandaVillota Londoño;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.822,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA;8.170,;INSTITUTO EDUCATIVO COLOMBO ESPAÑOL ALFÉREZ REAL;1560;2016 may 23 12:00:00 AM;31136726-6;76,;VALLE DEL CAUCA;76.520,;PALMIRA;;Centro;Calle 30 N° 31-78;2722180;institutoalferezreal@hotmail.com;;PRIVADA;JORGEAGUDELO LONDOÑO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.964,;UNIVERSIDAD SERGIO ARBOLEDA CHAPINERO;02022;2014 jun 10 12:00:00 AM;860351894-3;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;CHAPINERO;La Aguas;Calle 74 No. 14-14;5416389;centroidiomas@usa.edu.co;www.usergioarboleda.edu.co;PRIVADA;RODRIGO FRANCISCO MANUELNOGUERA CALDERON;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.787,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT;4.694,;ACADEMIA DE BELLEZA LA ESPERANZA;236;2006 mar 10 12:00:00 AM;41698855-5;25,;CUNDINAMARCA;25.307,;GIRARDOT;;LA ESPERANZA;MANZANA 6 CASA10;3112910773;luiscarlos_salcedo@hotmail.com;;PRIVADA;LUCIA CAMACHO PRIETO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4.045,;FUNDACION INTITEC;2352;2008 jul 03 12:00:00 AM;830116290-1;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SUBA;ALAMBRA;Avenida Carrera 45 # 118-73;2139816;mmori@intitec.org;www.intitec.org;PRIVADA;MONICA MORI GUERRA;NO;;;;;;;-74,055413;4,700755;2.020,;11,;2020 nov 30 12:00:00 AM
3.799,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;6.668,;ESCUELA DE NATACION NADEMOS;627;2005 jul 12 12:00:00 AM;12960380-6;52,;NARIÑO;52.001,;PASTO;;PANDIACO;CALLE 18 No. 43a. 221;3105056513;hugogerardomena@yahoo.es;;PRIVADA;HUGO GERADOMENA CASTILLO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;5.520,;COLEGIO INCADE - LA MESA;007570;2011 sep 16 12:00:00 AM;9000720382;25,;CUNDINAMARCA;25.386,;LA MESA;;El centro;Carrera 19 No. 5-55;8975566;incadelamesa@yahoo.com;;PRIVADA;OBDULIOCHAPARRO RUSINQUE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.930,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ZIPAQUIRÁ;4.882,;ESCUELA NACIONAL  DE INFORMATICA E IDIOMAS;E173;2013 mar 05 12:00:00 AM;900322021-1;25,;CUNDINAMARCA;25.899,;ZIPAQUIRÁ;;CENTRO;CALLE 4 No. 15-21 3107871064;8815025;eni@eni.edu.co;www.eni.edu.co;PRIVADA;SANDRA LUCEROGONZALEZ RAMIREZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;8.993,;CENTRO DE EDUCACION TECNICO LABORAL DE SANTA MARTA - CENTEC;0746;2018 abr 17 12:00:00 AM;901126951-1;47,;MAGDALENA;47.001,;SANTA MARTA;;;Avenida del Libertador No. 25-37;3005411663;jcmarenco1@gmail.com;;PRIVADA;MARTIN CAMILO GOMEZ CEBALLOS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;8.627,;FUNDACION ACADEMIA DE FORMACION TECNICA DEL CARIBE - FORCATEC;0882;2017 feb 24 12:00:00 AM;900987037;13,;BOLÍVAR;13.657,;SAN JUAN NEPOMUCENO;;Centro;Calle 12 No. 11 A 46;3205167108;amparomelendezmeza@hotmail.com;carlosmovi19@gmail.com;PRIVADA;AMPAROMELENDEZ MEZA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;6.648,;CORPORACION TECNICA DE OPERACION Y DESARROLLO HUMANO RETCPAL;001281;2012 sep 28 12:00:00 AM;77193240-9;20,;CESAR;20.001,;VALLEDUPAR;;DANGOND;CARRERA 19 No 19-29;5898013;retcpal@gmail.com;;PRIVADA;CARLOS ARMANDO ARIÑO VEGA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.320,;UNIVERSAL CENTRO DE IDIOMAS S.A.S.;14-025;2014 oct 07 12:00:00 AM;900763326-4;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;LOS MARTIRES;SANTA ISABEL;CARRERA 30 N° 1-08;2779488;englishacademyandfesting@gmail.com;;PRIVADA;BEIMAR EDUARDO MENDEZ LOPEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.810,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA;9.478,;INSTITUTO TÉCNICO AMBIENTAL PARA LA PROMOCIÓN Y DESARROLLO DE PROGRAMAS DE RESPONSABILIDAD AMBIENTAL Y SOCIAL ¿ ECOGESTIÓN;2046;2019 dic 17 12:00:00 AM;900339839-3;68,;SANTANDER;68.081,;BARRANCABERMEJA;;Primero de Mayo;Carrera 35 No. 58 -18;3002215020;ecogestion14@gmail.com;;PRIVADA;LICET MARIA MARTINEZ BAUTISTA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.805,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL RISARALDA;6.948,;FUNDACIÓN EDUCATIVA DE RISARALDA FEDUCAR;1661;2013 dic 06 12:00:00 AM;900280737-4;66,;RISARALDA;66.400,;LA VIRGINIA;;;CARRERA 7 No 9-12;3678572;feducarlavirginia@gmail.com;;PRIVADA;AMPARO GONZÁLEZ ZAPATA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.768,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAGANGUÉ;4.312,;CORPORACION INTERNACIONAL DE EDUCACION INTEGRAL ELYON YIREH;2680;2006 dic 07 12:00:00 AM;900077662-1;13,;BOLÍVAR;13.430,;MAGANGUÉ;;SAN JOSE;CARRERA 15 No 16 B- 42;6875422;elyonyireh@hotmail.com;;PRIVADA;VICTOR MANUELVERGARA CARDONA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;2.942,;CENTRO DE EDUCACIÓN NO FORMAL PORFIRIO BARBA JACOB;03667;2012 mar 12 12:00:00 AM;8000931023;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;No Reporta;CALLE 49 Nº 45 - 26;2517188;ipbj@live.com.ar;No Reporta;PRIVADA;RAFAEL ANGEL MARIN PEREZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;8.999,;INSTITUTO DE CAPACITACION TECNICA EMPRESARIAL INDECAP;0774;2013 sep 16 12:00:00 AM;900603197-5;47,;MAGDALENA;47.001,;SANTA MARTA;;;Calle 17 No. 3-05;3154916936;harold.castaneda@cajamag.com.co;;PRIVADA;HAROLDCASTAÑEDA ROBLES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
